PIN,S_SEX,S_AGE,EDU,NATIVE_LANG,WHERE_RAISED,NSIDES,SIDE_DATA
52664,M,52,18,English and Spanish,NY,2,10877_A/m.a;10964_A/m.a
52667,F,53,14,English,NY,3,09130_A/f.a;09135_B/f.a;09139_B/f.a
52692,M,32,19,English,WI,1,05501_B/m.a
52698,M,54,16,English,NY,1,10577_A/m.a
52701,M,29,17,English,WA,2,09776_A/m.a;11080_B/m.a
52706,F,19,13,English,CA,1,08020_B/f.a
52707,M,20,14,English,TX,3,09848_A/m.a;09935_B/m.a;09971_A/m.a
52709,F,28,14,English,United Kingdom,2,02476_A/f.o;03858_A/f.o
52716,F,57,13,English,NY,2,09741_B/f.a;09807_B/f.a
52723,M,39,16,English,PA,3,03335_A/m.a;03841_B/m.a;04780_A/m.a
52725,M,21,15,English,MA,1,09153_B/m.a
52731,M,17,12,English,KY,1,05807_A/m.a
52734,F,20,14,English,NJ,2,02648_A/f.a;03860_A/f.a
52745,F,32,12,English,TX,1,01411_B/f.a
52747,M,59,16,English,NY,3,04426_B/m.a;04453_A/m.a;04560_B/m.a
52750,M,36,18,English,NY,3,09841_B/m.a;10053_B/m.a;11248_B/m.a
52769,F,44,12,English,NY,1,01518_A/f.a
52771,M,30,16,English,CA,2,09543_A/m.a;09892_A/m.a
52783,F,39,16,English,MS,1,08218_B/f.a
52786,M,26,18,Bengali and English,India,1,03778_B/m.o
52794,F,59,14,English,IL,3,07305_A/f.a;07657_A/f.a;08110_B/f.a
52805,F,36,14,English,MO,1,02125_A/f.a
52810,M,47,15,English,PA,2,05038_A/m.a;06558_A/f.a
52811,M,59,15,English,MO,1,10446_B/m.a
52821,F,28,16,English,NY,2,06256_B/f.a;07122_B/f.a
52824,F,63,26,English,NY,1,05945_A/f.a
52832,M,68,16,English,CA,1,04135_A/m.a
52841,M,20,14,Korean,MD,3,03075_A/m.a;03359_B/m.a;04123_B/m.a
52849,F,26,16,English,TN,1,02200_B/f.a
52859,M,38,14,English,NJ,3,10577_B/m.a;10692_B/m.a;10997_B/m.a
52863,F,25,12,English,IL,3,07050_A/f.a;07201_A/f.a;07988_A/f.a
52865,M,31,14,English,CA,2,05722_B/m.a;08388_B/m.a
52887,F,32,12,English,PA,3,04978_B/f.a;06351_A/f.a;06578_A/f.a
52899,M,28,16,English,IN,1,09554_A/m.a
52901,M,54,13,English,PA,3,05575_B/m.a;05703_A/m.a;05743_A/m.a
52912,F,41,20,English,MN,3,02210_A/f.a;02721_A/f.a;06766_B/f.a
52929,M,35,14,English,CA,3,04408_A/m.a;05064_B/f.a;06886_A/f.a
52954,F,33,12,Spanish,Mexico,2,11677_B/f.o;11693_B/f.o
52978,M,25,16,English,NH,1,10274_B/m.a
53015,M,19,15,Portuguese,NY,2,10510_B/m.a;10681_A/m.a
53036,M,40,20,English,PA,2,05821_B/m.a;09307_A/f.a
53038,M,41,13,English,AL,3,02703_B/f.a;03105_A/f.a;03629_A/f.a
53041,M,37,16,English,CA,2,05231_A/m.a;08119_B/m.a
53046,M,58,16,English,NY,2,09327_A/m.a;09466_A/m.a
53055,M,45,12,English,NY,3,04469_A/m.a;04660_A/m.a;04723_B/m.a
53074,F,35,12,English,IL,1,08425_B/f.a
53076,M,26,14,English,NY,1,10689_A/m.a
53088,M,39,14,English,NY,2,07713_A/f.a;07801_B/f.a
53110,M,23,15,NA,NA,1,10919_A/m.a
53126,F,26,15,English,IL,3,07681_A/f.a;07859_B/f.a;07860_B/f.a
53132,M,24,18,English,CA,3,08238_B/m.a;09840_A/m.o;09932_B/f.o
53137,M,30,19,Hindi,India,3,04575_B/m.o;04751_A/m.o;08581_A/m.o
53168,M,38,16,English,CO,2,07258_A/f.a;08077_A/f.a
53170,M,75,16,English,NE,2,03878_B/m.a;04030_B/m.a
53176,F,27,16,English,NY,3,04824_B/f.a;04872_B/f.a;07093_B/f.a
53184,F,70,12,English,MD,3,07444_A/f.a;07585_B/f.a;07750_B/f.a
53195,F,23,16,English,NY,1,07942_A/f.a
53198,M,47,16,English,IL,2,05201_B/m.a;07405_B/f.a
53200,F,27,18,English and Spanish,NY,2,08307_A/f.a;09006_B/f.a
53203,F,48,12,English,MI,2,08831_B/f.a;09327_B/f.a
53217,F,32,12,English,OH,1,08050_B/f.a
53228,F,28,17,English,NY,2,02912_A/f.a;06696_B/f.a
53231,F,47,15,English,MA,3,02605_A/f.a;06013_B/f.a;06260_A/f.a
53238,M,48,13,English,FL,1,10277_B/m.a
53261,F,55,14,English,PA,3,01836_B/f.a;03431_A/f.a;05865_A/f.a
53265,M,54,16,English,CA,3,10797_B/m.a;10905_B/m.a;11205_A/m.a
53266,F,56,15,English,KY,2,03167_B/f.a;03951_B/m.a
53269,M,27,16,English,CA,3,04694_B/m.a;04795_A/m.a;05030_B/m.a
53272,M,35,16,English,TX,2,03798_A/m.a;04012_A/m.a
53278,M,27,16,English,CT,3,05769_A/m.a;09113_A/m.a;09303_A/m.a
53288,M,19,13,English,CA,3,04864_A/m.a;05378_A/m.a;07158_B/m.a
53299,M,38,16,English,MI,1,10261_A/m.a
53320,M,22,16,English,NJ,1,10839_B/m.a
53354,M,48,14,English,NY,3,04748_A/m.a;04812_B/m.a;04894_B/m.a
53357,M,29,23,Romanian,Romania,3,10330_A/m.a;10467_B/f.o;11250_A/m.o
53374,F,30,12,English,AL,3,06498_B/f.a;06869_A/f.a;10187_A/f.a
53381,M,33,12,English,TX,3,10250_A/m.a;10697_A/m.a;10762_B/m.a
53387,F,57,12,English,FL,3,02750_A/f.a;03812_A/f.a;07994_A/f.a
53390,M,49,19,English,TN,2,02757_B/m.a;03264_B/m.a
53395,M,21,12,English,OR,2,05658_A/m.a;08514_A/m.a
53400,M,25,18,English,MD,1,10131_A/f.a
53409,F,40,14,English,FL,1,10601_A/f.a
53415,F,52,12,English,NY,1,03476_A/f.a
53417,F,34,16,English,IL,3,08539_B/f.a;09282_B/f.a;09981_A/f.a
53426,F,73,12,English,PA,3,08257_B/f.a;08704_B/f.a;09007_B/f.a
53428,F,52,12,English,OH,2,02010_A/m.a;02056_B/f.a
53431,F,51,13,English,OH,3,08442_A/f.a;08647_A/f.a;09020_A/f.a
53434,M,64,16,English,PA,3,04777_B/m.a;04871_B/m.a;04878_B/m.a
53442,F,32,16,Mandarin,China,1,07252_A/f.o
53453,F,60,10,English,PA,2,08135_A/f.a;08560_B/f.a
53455,F,51,18,NA,NA,3,10224_A/f.a;10321_B/f.a;11146_B/f.a
53456,F,35,12,English,OH,2,02249_A/f.a;06166_A/f.a
53464,F,35,16,English,KS,3,06366_B/f.a;06922_B/f.a;07217_B/f.a
53467,M,20,14,English,IN,1,05306_A/m.a
53505,F,32,18,English,PA,3,08253_B/f.a;08500_A/f.a;08706_B/f.a
53511,F,43,16,English,TX,2,04632_A/f.a;05963_B/f.a
53525,F,38,16,English,PA,1,11365_B/f.a
53531,M,56,16,English,MN,1,10902_B/m.a
53538,F,30,14,English,IA,1,07870_B/f.o
53544,M,36,16,English,NJ,2,05549_A/m.a;05597_B/m.a
53558,F,46,14,English,TX,2,07902_A/f.a;07903_B/f.a
53561,F,33,16,English,AZ,1,10554_B/f.a
53563,F,29,12,English,CA,3,07045_B/f.a;07173_A/f.a;07738_A/f.a
53580,F,31,17,English,PA,3,01704_B/f.a;01878_A/f.a;02744_B/f.a
53588,M,31,12,English,NY,2,03350_A/f.a;03597_A/f.a
53598,M,55,16,Samoan and Tongan,CA,4,09561_A/m.a;09621_B/f.a;11035_A/f.a;11046_B/m.a
53607,F,33,16,English,NJ,3,02308_B/f.a;06158_B/f.a;07218_A/f.a
53613,M,30,16,English,CA,2,09845_B/m.a;10089_A/m.a
53621,F,27,16,English,Trinidad/Tobago,2,03022_A/f.a;07425_A/f.o
53625,M,62,12,English,NY,3,10389_A/m.a;10410_A/m.a;10449_A/m.a
53641,M,22,16,English,TX,1,10218_B/m.a
53654,M,40,20,English,MI,1,04483_B/m.a
53662,M,40,16,NA,NA,2,10311_A/m.a;10332_B/m.a
53674,F,75,18,English,NJ,3,10436_A/f.a;10481_A/f.a;11183_A/f.a
53676,F,55,18,English,NY,1,04166_B/f.a
53689,F,24,16,English,NY,3,03518_B/f.a;03796_A/f.a;04091_B/f.a
53698,F,55,15,English,MI,3,08048_B/m.a;08186_A/f.a;08666_A/f.a
53699,M,20,12,English,CA,3,09144_B/m.a;09411_A/m.a;09619_A/m.a
53714,F,40,12,English,NY,2,08225_A/f.a;08919_A/f.a
53723,F,46,2,English,VA,1,11593_B/m.a
53733,F,38,16,English,TX,3,01740_A/f.a;01749_B/f.a;01884_B/f.a
53742,F,62,16,English,MI,3,04510_A/f.a;06897_B/f.a;07408_A/f.a
53747,F,21,12,English,WI,1,02512_A/f.a
53748,F,42,13,English,NY,3,09867_B/f.a;09923_B/f.a;09964_B/f.a
53755,M,35,16,English,NJ,2,02379_B/m.a;05466_B/m.a
53757,M,24,16,English,NY,1,09466_B/m.a
53784,M,38,14,English,HI,2,10356_A/m.a;10393_A/m.a
53787,M,24,16,English,CT,1,11457_B/m.a
53788,M,36,17,Punjabi,Pakistan,3,05160_A/m.o;05265_B/m.o;07012_A/m.o
53791,F,40,13,English,AR,2,04622_B/f.a;06423_A/f.a
53821,M,34,12,English,CA,1,11426_A/m.a
53829,M,76,18,English,PA,3,07855_B/m.a;07872_B/m.a;07891_B/m.a
53835,M,19,13,English,IL,2,05711_A/m.a;09160_A/m.a
53845,M,76,14,English,PA,1,09996_A/f.a
53857,F,45,16,English,NC,3,04373_B/f.a;06097_A/f.a;06820_B/f.a
53876,F,31,12,English,TX,2,10700_B/f.a;11384_B/f.a
53884,M,19,13,English,TX,2,04606_A/m.a;07669_A/m.a
53898,M,49,18,English,NY,2,05449_B/m.a;05456_B/m.a
53901,F,39,13,English,KY,2,03635_B/f.a;06534_B/f.a
53955,M,36,16,English,MI,2,09671_A/m.a;10053_A/m.a
53972,M,52,15,English,NJ,2,02912_B/m.a;04629_A/m.a
53992,F,53,13,English,OH,2,04072_B/f.a;06417_A/f.a
54028,M,19,14,Telegu,MI,3,09922_B/f.o;09993_A/m.a;10570_B/m.o
54035,F,26,16,English,PA,3,04769_B/f.a;04857_B/f.a;06430_B/f.a
54046,M,35,14,English,MN,3,04731_B/m.a;06371_B/m.a;06469_B/m.a
54047,F,57,14,English,OH,1,09081_A/f.a
54057,F,38,16,English,AR,1,08839_A/f.a
54063,F,27,12,English,Canada,2,07605_B/f.a;08051_B/f.a
54074,M,17,11,English,PA,2,05063_B/m.a;06779_B/m.a
54077,F,41,14,English,PA,2,01598_A/f.a;02964_A/f.a
54085,M,24,16,English,CT,2,01446_A/f.a;03856_A/f.a
54096,M,25,12,Hebrew,NY,1,03096_A/m.a
54098,M,23,18,English,TX,3,09295_B/m.a;09484_B/m.a;09516_B/m.a
54129,M,31,12,English,CA,2,11007_A/m.a;11264_A/m.a
54140,M,21,12,English,PA,3,02981_A/m.a;03640_A/m.a;03896_B/m.a
54159,M,21,12,English,MI,3,05555_B/m.a;05681_B/m.a;05721_A/m.a
54160,M,23,16,English,NJ,1,09912_A/m.a
54167,F,32,18,English,IL,1,09099_A/f.a
54169,M,32,14,English,CA,1,10773_A/m.a
54176,F,28,16,English,India,3,06985_B/f.o;07455_A/f.o;07600_B/f.o
54184,F,63,12,English,MN,2,06548_A/f.a;06776_A/f.a
54190,M,48,14,English,DE,1,10717_A/m.a
54192,F,26,12,English,AR,2,01896_B/f.a;11011_A/f.a
54197,M,49,24,English,MD,2,02904_B/m.a;03154_A/m.a
54225,F,22,12,English,WV,2,07850_A/f.a;07852_A/f.a
54236,F,28,18,English,OK,3,01918_B/f.a;02293_B/f.a;07703_A/f.a
54250,M,26,14,English,PA,2,01922_B/m.a;04851_B/m.a
54255,F,57,14,English,MD,2,01965_B/f.a;07790_B/f.a
54261,M,39,16,English,IL,3,03365_B/m.a;03778_A/m.a;04095_B/m.a
54275,M,38,19,NA,NA,1,11328_B/m.a
54294,F,22,16,English,MA,2,03901_A/f.a;06981_A/f.a
54310,M,24,17,English,PA,1,04804_B/m.a
54315,M,42,12,English,NY,1,09858_A/m.a
54332,F,22,14,English,TX,1,06695_B/f.a
54333,F,21,13,English,MA,1,11547_B/f.a
54349,F,46,13,English,OR,3,07573_A/f.a;07829_B/f.a;07865_A/f.a
54360,M,35,12,English,MI,2,01764_A/f.a;01933_B/f.a
54376,M,19,12,English,WA,3,03085_B/m.a;03761_A/m.a;03762_A/m.a
54382,M,22,16,English,DE,1,05403_B/m.a
54384,F,36,12,English,Canada,1,07892_B/f.a
54412,F,24,15,English,AR,1,08179_A/f.a
54419,M,53,13,NA,NA,1,11631_B/m.a
54420,F,57,18,English,PA,3,07555_B/f.a;07591_B/f.a;07660_B/f.a
54422,M,43,16,English,NY,1,09544_B/m.o
54425,M,40,15,NA,NA,1,10533_A/m.a
54431,M,23,12,English,MN,1,06511_B/m.a
54434,F,51,16,English,NJ,2,03820_B/f.a;04164_B/f.a
54446,M,24,18,English,CA,1,11507_B/m.a
54469,M,50,12,English,PA,2,05386_B/m.a;07609_A/m.a
54475,M,28,11,English,NY,3,05420_B/m.a;07458_A/f.o;08017_A/f.a
54486,F,19,13,English,MI,2,01621_B/f.a;08151_A/f.a
54495,M,67,14,English,AZ,2,10441_B/m.a;10465_B/m.a
54498,M,28,17,English,NY,1,10191_B/m.o
54511,F,25,18,Korean,Korea,1,02940_B/f.a
54513,F,54,12,English,GA,1,08044_B/f.a
54522,F,19,14,English,NY,1,06822_A/f.a
54530,F,25,16,English,IL,1,08028_B/f.a
54544,M,47,16,English,WV,2,04661_A/m.a;06944_A/m.a
54552,M,20,15,English,VA,1,02988_B/m.a
54557,F,39,14,English,NJ,1,01602_B/f.a
54560,F,63,18,English,IN,1,03815_A/f.a
54568,F,21,14,German,IL,3,02326_B/f.o;02380_B/f.a;02462_A/f.a
54582,M,24,16,English,NY,4,04477_B/m.a;04632_B/m.a;04676_B/m.a;04803_A/m.a
54590,F,21,14,English,MO,1,03672_B/f.a
54596,M,28,18,English,OH,2,01366_A/m.a;03217_A/m.a
54601,M,43,13,English,VA,1,04869_B/m.a
54633,M,32,12,English,NY,2,09625_B/m.a;09739_B/m.a
54637,F,20,11,English,TX,2,02610_B/f.a;02675_A/f.a
54639,M,35,16,English,NJ,2,09502_A/m.a;09676_B/m.a
54645,M,37,20,English,CA,3,01920_A/m.a;03627_A/m.a;04140_A/m.a
54657,M,43,12,English,TN,1,10611_B/m.a
54659,F,25,14,English,CA,3,04318_A/f.a;06380_B/f.a;06555_A/f.a
54666,M,26,16,English,TX,3,09597_A/m.a;09661_B/m.a;09720_A/m.a
54678,F,40,17,English,CO,2,07126_B/f.a;08412_A/f.a
54684,M,23,16,English,RI,2,10262_A/m.a;11157_A/m.a
54697,F,36,16,English,NJ,2,04185_B/f.a;04931_B/f.a
54715,M,39,12,English,NY,3,05827_B/m.a;08910_A/m.a;09002_B/m.a
54725,F,36,16,English,IN,2,02574_A/f.a;02777_B/f.a
54745,M,38,16,English,NY,3,09401_B/m.a;09445_A/m.a;11070_B/m.a
54763,F,24,12,English,CA,1,02514_B/f.a
54788,M,44,16,English,FL,2,11340_A/m.a;11374_B/m.a
54791,F,34,15,English,MI,1,03643_B/f.a
54803,M,22,17,English,FL,1,11335_B/m.a
54815,F,18,13,English,NV,2,08004_B/f.a;08144_A/f.a
54818,F,48,12,English,TX,3,06198_A/f.a;06590_A/f.a;06925_B/f.a
54846,F,18,14,English,PA,1,05096_A/m.a
54868,F,46,12,English,IA,2,08358_B/f.a;08669_B/f.a
54884,F,20,14,English,AL,1,09378_A/f.a
54909,M,20,14,English,NA,2,02850_A/m.a;03604_B/m.a
54928,M,31,18,English,OH,1,04565_B/m.a
54975,M,29,18,Bengali,India,2,05659_A/m.o;05760_A/m.o
54980,F,28,16,English,TX,3,10725_B/f.a;10844_B/f.a;11303_B/f.a
54986,F,30,12,English,MD,3,02650_A/f.a;03583_B/f.a;10933_B/f.a
54987,M,25,16,English,GA,3,08923_A/m.a;09344_B/m.a;09499_A/m.a
54989,F,29,14,English,CA,3,08283_A/f.a;08554_A/f.a;08951_B/f.a
55002,F,25,18,English,LA,3,01437_B/f.a;01866_A/f.a;01892_B/f.a
55008,M,22,16,English,OR,2,02694_A/m.a;04562_B/m.a
55020,M,18,12,English,UT,2,10030_A/m.a;10339_A/m.a
55027,M,48,14,English,TN,3,05393_B/m.a;05402_B/m.a;07940_A/m.a
55035,F,21,16,English,MI,2,07380_B/f.a;07954_B/f.a
55049,M,62,12,English,NY,3,05578_B/m.a;09205_A/m.a;11036_B/m.a
55052,F,26,15,English,WA,3,02979_B/f.a;03273_B/f.a;03751_A/f.a
55068,F,50,12,English,GA,1,08320_B/f.a
55079,F,53,12,English,TX,2,02145_A/f.a;02253_B/f.a
55090,F,40,12,English,OK,1,02547_B/f.a
55093,M,27,16,Portuguese,Brazil,2,10503_B/m.a;11158_A/m.o
55104,F,53,18,English,CO,1,08663_A/f.a
55126,F,30,15,English,NY,1,06317_B/f.a
55154,M,25,13,English,CA,3,09865_A/f.a;10164_B/f.a;10530_A/f.a
55156,M,47,12,English,PA,1,08114_B/m.a
55159,F,27,12,English,WA,2,06219_B/f.a;06678_A/f.a
55179,M,60,16,Hindi,TN,1,11487_B/f.a
55181,M,34,14,English,FL,2,01952_A/m.a;02231_B/m.a
55194,M,48,13,English,NY,2,09355_A/m.a;09632_B/m.a
55195,F,27,12,English,MS,3,02761_A/f.a;05969_A/f.a;06642_A/f.a
55212,M,22,15,English,PA,4,09697_B/m.a;09719_B/m.a;10058_B/m.a;11066_A/m.a
55225,F,52,14,English,PA,3,01869_B/f.a;01986_A/f.a;02043_B/f.a
55233,M,35,18,English,FL,3,05588_A/m.a;05630_B/m.a;08567_A/f.a
55237,F,19,14,English,WA,1,11413_B/f.a
55243,M,30,12,English,NY,2,11350_B/m.a;11363_A/m.a
55247,F,25,17,English,CA,2,02223_B/f.a;02533_B/f.a
55263,F,53,12,English,IA,3,07524_A/f.a;08635_B/f.a;08856_B/f.a
55276,M,23,17,Taiwanese,VA,1,09701_A/m.a
55277,F,20,14,English,FL,3,06458_B/f.a;06682_B/f.a;06799_B/f.a
55302,F,27,16,English,NJ,1,07386_A/f.a
55315,F,49,16,English,PA,2,01423_A/f.a;01537_B/f.a
55321,F,36,16,English,NY,3,04938_B/f.a;07014_B/f.a;08064_A/f.a
55344,M,23,16,English,LA,3,09189_B/m.a;09273_B/m.a;09372_B/m.a
55347,M,26,16,English,NE,2,09187_A/m.a;10067_A/m.a
55354,M,32,21,English,NY,2,03362_A/f.a;04127_A/f.a
55357,M,30,16,English,New Zealand,3,02716_B/m.o;04590_B/m.o;04644_A/m.o
55362,M,55,18,English,OK,3,03999_A/f.a;04481_A/m.a;04614_A/m.a
55373,M,39,12,English,NY,3,07172_B/m.a;07250_B/m.a;07329_A/m.a
55383,M,38,16,English,NY,3,09850_B/m.a;09871_B/m.a;09917_A/m.a
55384,F,47,12,English,MI,3,05855_B/f.a;06034_A/f.a;06570_B/f.a
55390,F,39,17,English,TX,2,04384_A/f.a;07977_B/f.a
55395,F,56,16,English,PA,2,03631_B/m.a;03897_B/f.a
55420,M,19,13,English,PA,1,09129_A/m.a
55425,F,29,12,English,FL,3,06154_B/f.a;06259_B/f.a;06515_B/f.a
55435,M,76,12,English,PA,2,09961_A/f.a;10025_A/m.a
55436,F,65,14,English,IL,3,08302_A/f.a;08573_A/f.a;08749_A/f.a
55455,F,19,12,English,SC,1,03113_A/f.a
55466,F,36,16,English,NJ,2,09268_A/f.a;10062_B/f.a
55486,M,24,16,English,NY,2,05739_B/m.a;08607_A/m.a
55488,F,46,12,English,FL,3,02883_A/f.a;03908_B/f.a;04988_B/f.a
55505,F,43,17,English,NY,3,06362_A/f.a;06567_B/f.a;06978_B/f.a
55521,M,22,16,Armenian,CA,2,10852_B/m.a;11255_A/m.a
55527,F,42,16,English,IN,2,01982_B/f.a;07275_B/f.a
55538,F,33,16,English,PA,1,02829_A/f.a
55541,F,39,16,English,NY,2,08373_B/f.a;08841_A/f.a
55546,M,35,16,English,NJ,2,04766_A/m.a;06343_B/m.a
55557,F,16,11,English,PA,2,11238_B/f.a;11387_B/f.a
55574,F,23,17,English,GA,2,08612_A/f.a;08916_A/f.a
55594,M,33,16,English,IL,2,09837_A/m.a;09889_A/m.a
55598,F,40,16,English,CO,3,03202_A/f.a;06433_A/f.a;06638_A/f.a
55615,F,48,3,English,NY,3,07846_B/f.a;07856_A/f.a;07879_B/f.a
55626,F,39,16,English,PA,2,09623_B/f.a;11101_A/f.a
55634,F,38,16,English,MN,1,03326_B/f.a
55639,M,24,17,English,PA,3,05502_A/m.a;05583_B/m.a;05674_B/m.a
55656,F,25,16,English,CA,2,02215_A/f.a;03742_B/f.a
55661,M,56,12,English,OH,3,05246_B/m.a;05321_A/m.a;07453_B/m.a
55664,M,64,12,English,PA,3,11557_A/m.a;11588_A/m.a;11616_A/m.a
55672,F,34,16,English,MI,2,06792_A/f.a;08153_B/f.a
55678,M,34,12,English,PA,3,03030_B/m.a;03337_A/m.a;03852_B/m.a
55681,F,49,14,English,NA,3,02161_B/f.a;02461_B/f.a;03453_B/f.a
55686,F,23,12,Patwa,PA,2,08436_A/f.a;08816_B/f.a
55714,F,34,13,English,OH,2,07885_A/f.a;08504_B/f.a
55727,F,27,16,English,CO,1,04098_B/f.a
55730,F,27,14,English,IL,1,07728_B/f.a
55741,F,53,18,English,MS,3,02689_B/f.a;08015_A/f.a;08663_B/f.a
55807,F,48,17,English,TX,3,01934_A/f.a;02778_A/f.a;03029_B/f.a
55810,F,44,12,English,AZ,2,02722_B/f.a;03981_B/f.a
55812,M,27,20,Romanian,Romania,2,05560_B/m.o;09099_B/m.o
55823,M,23,16,English,PA,1,10445_A/m.a
55832,M,31,21,English,CT,3,09726_B/m.a;10147_A/m.a;11074_B/m.a
55838,M,28,16,English and Spanish,CA,1,11339_B/m.a
55844,M,36,12,English,NY,1,11657_B/m.a
55870,M,40,13,English,NJ,3,01963_A/m.a;02146_B/m.a;02816_B/m.a
55881,F,43,16,English,NC,3,06169_B/f.a;06504_A/f.a;06728_A/f.a
55889,F,58,19,English,NY,2,03735_B/f.a;03869_B/f.o
55905,M,32,18,English,CA,1,10485_B/m.a
55909,M,31,12,English,NY,3,05500_A/m.a;05582_A/m.a;08498_B/f.a
55917,F,20,12,NA,NA,2,10547_A/f.a;11194_A/f.a
55926,M,19,13,English,MA,2,09180_B/m.a;09184_B/m.a
55928,F,26,12,English,NH,2,01782_B/f.a;03309_A/f.a
55953,F,58,14,English,MN,3,01480_B/f.a;01488_A/f.a;01663_A/f.a
55961,F,24,12,English,MA,1,06719_B/f.a
55966,F,58,12,English,MA,3,04070_A/f.a;04083_A/f.a;04087_B/f.a
55972,F,39,16,English,TX,3,01794_B/f.a;01990_A/f.a;06471_A/f.a
55991,M,19,12,English,TX,3,09729_A/m.a;09778_A/m.a;09894_A/m.a
56012,M,25,17,English,NJ,2,10859_B/m.a;10920_A/m.a
56018,F,18,12,Malayalam,OK,2,01520_B/f.a;05946_A/f.a
56027,F,48,12,English,OH,1,06551_A/f.a
56035,M,16,10,English,WV,1,07929_A/m.a
56043,M,45,14,English,VA,3,03100_B/m.a;04139_B/m.a;04605_B/m.a
56055,M,53,16,English,OH,4,09244_A/m.a;09735_A/m.a;10057_A/m.a;11122_A/m.a
56062,F,19,10,English,PA,3,01802_B/f.a;03319_A/m.a;05463_A/m.a
56073,F,28,16,English,NY,3,03399_B/f.a;03408_B/f.a;03415_B/f.a
56082,M,19,12,English,NY,1,11614_B/m.a
56087,F,39,12,English,CA,3,02867_A/f.a;04196_A/f.a;06010_B/f.a
56090,F,26,16,English and Chinese,WA,1,02885_B/f.a
56093,M,18,12,English,CA,1,04314_B/m.a
56098,M,34,16,English,WA,3,01509_B/m.a;04855_A/m.a;05070_B/m.a
56101,M,34,16,English,OR,2,03729_B/m.a;03810_B/m.a
56103,F,46,18,English,NC,3,10363_A/f.a;10409_B/f.a;10463_B/f.a
56112,M,24,16,English,OH,2,04957_A/m.a;05032_B/m.a
56131,F,20,12,English,TN,1,10843_A/f.a
56150,M,50,12,English,MI,1,05543_A/m.a
56155,M,21,15,English,PA,2,08928_B/m.a;09077_A/m.a
56170,M,25,17,Gujarati and English,MI,3,03151_A/m.a;03436_A/m.a;03915_A/m.a
56174,M,18,12,English,NC,1,11438_A/m.a
56177,M,18,13,English,CA,3,09352_A/f.a;09504_A/m.a;09786_A/m.a
56181,M,49,16,English,MI,3,04056_B/m.a;04216_A/m.a;04354_A/m.a
56186,M,55,19,English,Guyana,1,07084_A/m.a
56189,F,29,14,English,WI,1,01853_B/f.a
56201,F,19,12,English,AL,2,08802_A/f.a;09028_B/m.a
56204,M,20,14,English,MI,1,09987_A/m.a
56210,M,23,16,English,NY,3,08836_A/m.a;08892_A/m.a;09051_B/m.a
56211,F,30,12,English,PA,3,04726_B/f.a;06727_A/f.a;07149_B/f.a
56213,F,27,12,English,Canada,2,08133_B/f.a;09009_A/f.a
56219,M,24,14,Farsi,CA,2,09141_A/m.a;09172_B/m.a
56222,F,51,13,English,CA,1,07568_B/f.a
56224,M,22,17,English,MA,3,05328_A/m.a;05366_A/m.a;08103_A/m.a
56235,NA,NA,NA,NA,NA,2,06430_A/f.a;07602_A/f.a
56246,F,20,13,English,NY,3,08376_A/f.a;08586_A/f.a;09072_B/f.o
56249,F,25,17,English,Canada,2,02503_A/f.a;06703_A/f.a
56266,F,38,14,English,PA,3,07646_A/f.a;07792_A/m.a;08105_A/f.a
56268,F,33,13,English,TX,2,07335_A/f.a;07382_B/f.a
56279,M,18,11,English,MA,1,07896_B/f.a
56285,M,25,17,Romanian,VA,1,05632_B/m.a
56290,F,47,12,English,NY,1,03116_B/f.a
56293,F,59,14,English,WA,3,02584_A/f.a;02835_A/f.a;03084_A/f.a
56302,M,23,16,NA,NA,1,11552_A/m.a
56311,M,53,15,NA,NA,1,10229_A/m.a
56329,F,34,16,English,IL,1,07920_B/f.a
56348,M,42,14,English,OK,2,07509_B/m.a;07570_A/m.a
56354,F,36,12,English,LA,2,08049_B/f.a;08145_B/f.a
56359,M,39,14,English,CA,3,06414_B/m.a;06692_B/m.a;06742_B/m.a
56373,M,21,12,English,NJ,2,02187_A/m.a;02195_A/m.a
56378,M,51,15,English,NC,1,04999_B/m.a
56411,F,33,18,English,OH,2,11056_B/f.a;11103_B/f.o
56414,F,46,12,English,TX,3,07321_B/f.a;07575_B/f.a;07967_A/f.a
56415,M,21,15,English,Taiwan,2,11584_A/m.a;11610_A/m.a
56433,F,42,12,English,OH,3,01718_A/f.a;03298_A/f.a;08076_A/f.a
56441,F,47,19,English,IL,1,06023_A/f.a
56442,M,56,18,English,PA,1,09624_A/m.a
56444,M,36,16,English,TX,3,05413_B/m.a;05429_B/m.a;05437_A/m.a
56461,F,20,12,Russian,PA,3,04078_B/f.a;05857_A/f.a;06047_B/f.a
56473,M,26,16,English,WA,1,11361_A/m.a
56474,F,31,18,English,KY,2,07326_B/f.a;08482_A/f.a
56479,F,75,16,NA,WI,2,11650_B/m.a;11686_B/f.a
56483,F,24,16,English,TX,2,04153_B/f.a;04482_B/f.a
56499,F,45,16,English,MN,2,01722_A/f.a;06692_A/f.a
56506,F,40,18,English,NY,1,11687_A/f.a
56521,F,19,13,English,PA,1,07338_B/f.a
56524,M,25,16,English,NY,1,05696_A/m.a
56529,M,42,16,English,CA,1,05309_A/m.a
56534,M,18,13,English,CA,2,09368_A/m.a;09461_B/m.a
56535,F,65,14,English,FL,2,07755_B/f.a;08030_A/f.a
56537,M,22,15,English,NY,1,09692_A/m.a
