CALL_ID,DATE_TIME,TOPICID,SIG_GRADE,CNV_GRADE,APIN,ASX.DL,APHNUM,APHSET,APHTYP,BPIN,BSX.DL,BPHNUM,BPHSET,BPHTYP
02877,20030505_20:03:35,ENG01,4,3,5579,f.a,509489cok,4,2,5074,f.a,518437qbl,4,2
02878,20030505_20:06:19,ENG01,4,4,6010,f.a,714999ccu,4,2,5671,f.a,269694jmv,4,2
02879,20030505_20:09:17,ENG01,4,4,26894,f.a,724758wly,4,2,98549,m.a,215888gde,4,1
02880,20030505_20:12:05,ENG01,4,4,32975,f.a,843669lbf,4,2,98327,m.a,no_BPHNUM,4,2
02881,20030505_20:12:08,ENG01,4,4,99195,f.a,931268yhd,4,2,91221,f.a,215657hig,4,2
02882,20030505_20:14:03,ENG01,4,2,30302,f.a,626215jqf,1,1,80221,m.a,no_BPHNUM,2,3
02883,20030505_20:14:34,ENG01,4,4,55488,f.a,904564kel,4,2,72624,m.a,323422kee,4,1
02884,20030505_20:17:42,ENG01,4,2,98744,f.o,763208mrj,1,2,76857,f.a,610566sfo,4,2
02885,20030505_20:20:16,ENG01,4,3.5,66782,f.a,908277ddr,4,2,56090,f.a,585442wdc,4,3
02886,20030505_20:22:01,ENG01,4,4,1056,m.a,802893ofl,4,3,11647,f.a,909520fbd,4,2
02887,20030505_20:24:21,ENG01,4,2.5,76783,f.a,787529nqg,2,1,85399,m.a,856262qid,4,2
02888,20030505_20:27:00,ENG01,4,3,2385,f.a,239348mcl,4,2,3549,f.a,404252slg,4,3
02889,20030505_20:27:55,ENG01,4,4,5519,f.a,772231fqd,4,3,5631,f.a,716945odo,4,3
02890,20030505_20:32:13,ENG01,4,4,9666,f.a,706857dfx,4,3,37328,m.a,267968rel,4,1
02891,20030505_20:33:21,ENG01,4,3.5,6648,f.a,770801cqe,4,2,4134,f.a,215508cjy,4,2
02892,20030505_20:34:44,ENG01,4,4,65368,f.a,202248brr,4,2,26358,m.o,no_BPHNUM,1,1
02893,20030505_20:35:39,ENG01,4,4,45312,f.a,954771bdc,4,2,5889,m.a,814692kig,4,2
02894,20030505_20:35:49,ENG01,4,4,28805,m.a,212410oow,4,3,2906,f.a,912920kjv,2,3
02895,20030505_20:39:40,ENG01,4,3.5,5440,f.a,727536cep,4,3,2421,f.a,812937iek,4,2
02896,20030505_20:45:55,ENG01,4,3.5,68276,f.a,903989lfv,3,1,1297,f.a,408528ucr,4,2
02897,20030505_20:47:18,ENG01,4,4,7972,f.a,360830csj,4,2,6932,f.a,201664ekb,4,3
02898,20030505_20:49:29,ENG01,4,4,27943,f.a,503236epd,4,3,24078,f.a,541882vdl,4,3
02899,20030505_20:55:27,ENG01,4,4,9552,f.a,518330klw,,1,42324,f.a,904636rrv,,2
02900,20030505_20:57:27,ENG01,4,4,47584,f.a,508790siy,,2,30143,f.a,770599xlj,,3
02901,20030505_20:58:47,ENG01,4,4,40462,f.a,610489ilu,,2,90469,f.a,619429vcx,,3
02902,20030505_21:03:25,ENG01,4,3,79079,f.a,574206fcu,4,2,4591,f.a,740363wjl,4,2
02903,20030505_21:05:58,ENG01,4,2.5,1138,f.a,425836wet,4,2,2085,f.a,845565cfl,4,2
02904,20030505_21:10:36,ENG01,4,1,25748,f.a,202714cbi,4,1,54197,m.a,410964dbc,4,2
02905,20030505_21:11:38,ENG01,4,3.5,44623,f.a,480897qbg,4,2,57502,m.a,no_BPHNUM,2,2
02906,20030505_21:11:49,ENG01,4,4,57224,f.a,954533rgr,4,3,67367,f.a,815577igt,4,2
02907,20030505_21:14:44,ENG01,4,3,27932,f.a,706212cbi,4,1,57771,m.a,718387gmq,2,2
02908,20030505_21:17:09,ENG01,4,4,73995,m.a,202409dsr,4,1,37259,f.a,614263mqo,4,3
02909,20030505_21:17:44,ENG01,4,4,87860,f.a,no_APHNUM,4,1,61663,m.a,no_BPHNUM,4,1
02910,20030505_21:21:56,ENG01,4,4,47930,m.a,937233cfl,4,2,64486,m.a,310463goh,4,1
02911,20030505_21:23:37,ENG01,4,4,68296,f.a,678463she,4,1,59869,f.a,856797spp,4,1
02912,20030505_21:25:05,ENG01,4,4,53228,f.a,914423mgr,4,2,53972,m.a,856845lhn,2,2
02913,20030505_21:31:48,ENG01,4,4,93735,m.a,408225rpq,4,2,84750,m.a,no_BPHNUM,2,2
02914,20030505_21:34:29,ENG01,4,4,42401,f.a,701772ong,4,3,1859,f.a,952926wii,4,2
02915,20030505_21:35:56,ENG01,4,4,9350,f.a,715342cej,4,2,79452,f.a,267997wid,4,1
02916,20030505_21:36:44,ENG01,4,4,39273,f.a,818723gni,4,1,27037,f.a,508895tfe,4,3
02917,20030505_21:37:50,ENG01,4,4,74028,m.a,301385klk,2,1,42945,f.a,727641xgo,4,1
02918,20030505_21:40:30,ENG01,4,3,1055,f.a,718343tdp,4,3,79505,m.a,917916vlx,4,1
02919,20030505_21:40:40,ENG01,4,4,8243,m.a,254690cnv,4,2,49023,m.o,814404bol,4,1
02920,20030505_21:46:31,ENG01,4,4,1728,m.a,903593tfk,4,3,93507,m.a,no_BPHNUM,4,3
02921,20030505_21:49:30,ENG01,4,4,13754,f.a,562439pdj,4,3,88060,f.a,214763ycl,4,1
02922,20030505_21:50:02,ENG01,4,4,56829,m.a,323463mmm,3,3,96443,f.a,215334ckf,4,3
02923,20030505_21:51:29,ENG01,4,4,96995,m.o,646251vme,1,1,7790,f.a,281997nkw,4,2
02924,20030505_21:52:34,ENG01,4,4,7596,m.a,319351xne,3,2,14875,f.a,770205jmv,4,2
02925,20030505_21:53:19,ENG01,4,3,6883,f.a,413663dlg,4,3,73937,f.a,805488oln,4,2
02926,20030505_21:54:04,ENG01,4,3.5,47798,f.a,610247eds,4,1,42744,f.a,856690wri,4,2
02927,20030505_21:56:10,ENG01,4,4,44406,f.a,610921rke,,3,41492,f.a,412215ohy,,1
02928,20030505_21:59:30,ENG01,3.5,4,4741,f.a,218456gfp,,3,76780,f.a,561793drd,,
02929,20030505_22:06:48,ENG01,4,4,51717,m.a,605331ciq,4,2,91392,m.a,513731soi,4,2
02930,20030505_22:09:21,ENG01,4,4,77063,m.a,419496gdy,4,1,38547,f.a,614444yor,4,2
02931,20030505_22:10:20,ENG01,4,4,69120,m.a,214923xnw,4,1,18742,f.a,920469xnl,4,3
02932,20030505_22:15:07,ENG01,4,4,60743,m.a,404313qcd,2,1,17080,f.a,812537yfc,4,2
02933,20030505_22:20:35,ENG01,4,4,37740,f.a,813236dpi,4,3,36520,f.a,718782skc,4,2
02934,20030505_22:22:03,ENG01,4,2.5,15243,m.a,212289kks,4,3,30316,f.a,330852xiv,4,2
02935,20030505_22:22:44,ENG01,4,3,69235,m.a,972889ure,4,3,58430,m.a,202248rjc,4,2
02936,20030505_22:29:04,ENG01,3.5,3,64472,m.a,320587sro,4,2,5571,m.a,631838hpt,4,1
02937,20030505_22:29:57,ENG01,4,4,18146,f.a,212853jmm,4,3,70427,m.a,212989iij,4,3
02938,20030505_22:33:03,ENG01,4,4,57719,m.a,814862ife,4,2,64036,f.a,323259hlf,4,3
02939,20030505_22:37:08,ENG01,4,3.5,98731,f.a,857257ucy,4,1,26652,f.a,604737mqh,4,2
02940,20030505_22:37:14,ENG01,4,3,24985,f.a,580529jfc,4,2,54511,f.a,215386pbl,4,1
02941,20030505_22:38:32,ENG01,3.5,4,78755,f.a,928636qfb,4,3,4525,f.a,858232elt,4,1
02942,20030505_22:38:43,ENG01,4,3.5,32096,m.a,309645bpp,4,1,74316,f.a,281537xns,4,2
02943,20030505_22:41:52,ENG01,3.5,4,96577,m.a,718743rjv,4,3,21120,f.a,215280odu,2,1
02944,20030505_22:42:48,ENG01,4,4,82273,f.a,317895nrt,4,2,62987,f.a,619447edt,4,3
02945,20030505_22:52:52,ENG01,4,4,67513,m.o,848219mcb,4,1,60635,m.a,no_BPHNUM,4,2
02946,20030505_22:54:16,ENG01,4,3,21030,f.a,323793jke,4,1,66920,f.a,818720yer,4,1
02947,20030505_23:00:10,ENG01,4,4,1480,f.a,717477hnd,4,3,10444,m.o,202248hsf,2,3
02948,20030505_23:04:29,ENG01,4,4,6869,m.o,863424civ,4,2,7298,m.a,563872mht,4,2
02949,20030505_23:09:02,ENG01,4,4,76522,f.a,501623mbe,4,1,12947,m.o,313492ubi,4,1
02950,20030505_23:12:16,ENG01,4,4,73814,f.a,505920bcd,4,1,35793,m.a,no_BPHNUM,4,2
02951,20030505_23:12:58,ENG01,4,4,58724,f.a,918378xmy,4,1,21445,m.a,no_BPHNUM,4,1
02952,20030505_23:15:57,ENG01,4,4,42772,f.a,513539eon,2,2,91859,m.a,512505wbs,4,2
02953,20030505_23:16:47,ENG01,4,3.5,34631,f.a,319233bfh,4,3,18041,m.a,no_BPHNUM,2,3
02954,20030505_23:18:15,ENG01,2,2.5,99945,f.a,940592oeh,4,3,19371,m.a,917686tgu,4,1
02955,20030505_23:18:51,ENG01,4,4,66634,f.a,205841fbp,2,3,62223,f.a,206720qdu,4,2
02956,20030505_23:22:18,ENG01,4,2,11664,f.a,323299pny,4,2,2589,f.a,no_BPHNUM,4,3
02957,20030505_23:24:33,ENG01,4,4,51099,m.a,203449vqj,4,1,62767,f.a,no_BPHNUM,4,2
02958,20030505_23:28:46,ENG01,4,2,82490,m.a,310209bbp,4,2,42228,m.a,847809ddu,4,1
02959,20030505_23:32:24,ENG01,4,4,72080,m.a,208580xbg,4,2,83028,f.a,319287blw,4,2
02960,20030505_23:33:26,ENG01,4,3.5,83204,f.a,856296lcn,2,1,14718,f.a,201954rfc,4,1
02961,20030505_23:35:14,ENG01,4,4,9132,f.a,404586lbi,4,2,30621,f.a,580355bry,4,2
02962,20030505_23:35:29,ENG01,4,3,2196,f.a,785832eqw,4,3,2033,m.a,859323rqn,4,2
02963,20030505_23:40:38,ENG01,4,4,51904,f.o,682552bpd,4,1,68993,m.a,609364gjy,4,1
02964,20030505_23:43:01,ENG01,4,4,54077,f.a,215848hmm,4,3,42209,f.a,no_BPHNUM,4,3
02965,20030505_23:45:11,ENG01,4,4,18698,f.a,909319jfy,4,2,4765,m.a,816737lqw,4,2
02966,20030505_23:47:56,ENG01,4,3,4378,f.a,512933vdv,4,2,14869,f.a,210213qcp,4,1
02967,20030505_23:48:12,ENG01,4,4,5212,f.a,805641vfq,4,2,5438,f.a,713941spg,4,2
02968,20030505_23:52:02,ENG01,4,3.5,60627,m.a,212281rer,4,2,64972,m.a,908906uft,4,1
02969,20030505_23:57:49,ENG01,4,4,86470,f.a,508423hkx,,1,7735,f.a,509922ief,,2
02970,20030506_00:05:48,ENG01,4,3.5,42291,f.a,316522cgt,4,2,78963,m.a,985893edv,4,2
02971,20030506_00:09:15,ENG01,4,3,1781,f.a,323291dkj,4,3,48674,f.a,no_BPHNUM,4,3
02972,20030506_00:20:48,ENG01,4,3.5,5031,f.a,660886mrv,4,2,83531,f.a,no_BPHNUM,4,3
02973,20030506_00:38:57,ENG01,4,3,61122,f.a,818762viu,3,3,3546,f.a,415713cqq,4,1
02974,20030506_01:54:34,ENG01,4,4,66466,f.a,no_APHNUM,4,1,14908,f.a,805546pcw,,
02975,20030506_09:51:22,ENG01,4,4,72182,f.a,412271brf,4,3,64964,f.a,no_BPHNUM,1,3
02976,20030506_10:19:39,ENG01,4,4,27753,f.a,615446ujj,3,3,61891,f.a,732349dnf,4,2
02977,20030506_12:12:49,ENG02,4,4,49281,f.a,no_APHNUM,4,1,18011,f.a,no_BPHNUM,2,1
02978,20030506_13:09:11,ENG02,4,4,64626,f.a,229868yng,4,2,73270,f.a,no_BPHNUM,4,3
02979,20030506_13:44:16,ENG02,4,3.5,76577,f.a,no_APHNUM,4,3,55052,f.a,323852pds,4,2
02980,20030506_14:08:13,ENG02,4,1,84547,m.a,917405ync,4,1,21958,f.a,215928xqy,3,3
02981,20030506_14:09:42,ENG02,4,3.5,54140,m.a,215431wlb,4,1,62660,f.a,904471opr,4,3
02982,20030506_14:10:26,ENG02,4,4,58968,f.a,478256imi,4,1,15836,f.a,740886pcp,4,3
02983,20030506_14:10:53,ENG02,4,4,39575,f.a,315691tgf,4,2,16473,f.a,920485xfc,4,2
02984,20030506_14:11:16,ENG02,4,4,50682,f.a,812280erd,4,2,43593,f.a,no_BPHNUM,4,2
02985,20030506_14:11:36,ENG02,4,4,58087,f.a,517448qpo,4,2,36949,f.a,412478hhc,4,1
02986,20030506_14:13:42,ENG02,4,4,61462,f.a,317834wfo,4,2,50209,f.a,no_BPHNUM,4,3
02987,20030506_14:14:14,ENG02,4,4,46241,m.a,610356qfw,4,2,78400,f.a,757410dgn,4,3
02988,20030506_14:16:23,ENG02,4,4,80210,f.a,301915mbl,4,2,54552,m.a,757476dkj,4,2
02989,20030506_14:20:57,ENG02,4,4,34647,f.a,516505qbb,4,2,66466,f.a,no_BPHNUM,4,1
02990,20030506_14:21:30,ENG02,4,4,17561,f.a,917742bqe,4,1,48388,m.a,301292clg,4,3
02991,20030506_14:22:55,ENG02,4,4,75874,m.a,631839fsy,4,1,42167,f.o,407935gdw,4,2
02992,20030506_14:23:21,ENG02,4,4,59443,f.a,609296ljs,2,2,92652,f.a,937783nko,4,2
02993,20030506_14:24:30,ENG02,4,3,87722,f.a,207667lcj,4,2,83391,f.a,917582kgd,4,1
02994,20030506_14:29:13,ENG02,4,4,35587,f.a,704735eng,4,2,45112,m.a,781396plr,4,2
02995,20030506_14:31:52,ENG02,4,4,30453,f.o,703352qgf,4,2,93259,f.a,905874vqp,4,3
02996,20030506_14:37:10,ENG02,4,4,67288,m.a,410552fco,4,3,62597,f.a,212628lqk,4,3
02997,20030506_14:38:53,ENG02,4,3,16490,m.a,703284cje,3,3,8836,m.a,678625rqw,2,3
02998,20030506_14:40:24,ENG02,4,4,2691,m.a,301942erw,4,2,91392,m.a,513731soi,4,2
02999,20030506_14:42:11,ENG02,4,3.5,15699,m.a,203329kgf,4,2,8215,f.a,219926kds,4,2
03000,20030506_14:42:20,ENG02,4,4,76695,m.a,610703uqu,4,1,83556,f.a,no_BPHNUM,4,3
03001,20030506_14:45:29,ENG02,4,4,8205,m.a,718332pdg,4,2,1845,m.a,267475qqp,4,1
03002,20030506_14:47:50,ENG02,4,4,2124,m.a,610948pbk,2,3,66736,m.a,856753wnd,2,3
03003,20030506_14:54:50,ENG02,4,4,65079,m.a,609896vdl,4,3,43983,m.a,no_BPHNUM,4,2
03004,20030506_14:55:18,ENG02,4,3.5,83558,f.a,516220qlr,,1,5309,m.a,408720tje,,3
03005,20030506_14:56:01,ENG02,4,4,49152,m.a,215545tje,,3,7817,m.a,617969rbf,,3
03006,20030506_14:57:11,ENG02,4,4,47606,m.a,215483pri,,3,29813,f.a,323664lkg,,
03007,20030506_15:00:27,ENG02,4,2,63335,m.a,248521vih,4,1,42319,m.a,267312tpx,2,1
03008,20030506_15:06:35,ENG02,4,4,90087,f.a,904655sel,4,1,89714,f.a,no_BPHNUM,4,3
03009,20030506_15:07:46,ENG02,4,3.5,51272,m.a,731644erp,4,3,9334,m.a,269353khl,4,3
03010,20030506_15:09:52,ENG02,4,2,94226,f.a,419870dfs,4,1,28248,m.a,954804dob,4,1
03011,20030506_15:10:31,ENG02,4,4,1633,m.a,414463gmi,4,2,3507,m.a,773947wlo,4,3
03012,20030506_15:13:05,ENG02,4,4,67680,m.a,608242fif,4,2,65513,f.a,901465yqc,4,2
03013,20030506_15:15:48,ENG02,4,4,63805,m.a,903784ebg,4,2,15600,m.a,870578mfw,2,2
03014,20030506_15:16:27,ENG02,4,4,70952,f.a,972572fof,4,3,6056,m.a,585750rpj,4,1
03015,20030506_15:21:23,ENG02,4,4,7438,m.a,215665pho,4,3,69169,f.o,215747cri,4,2
03016,20030506_15:22:55,ENG02,4,4,1311,m.a,530792qnb,4,2,16665,m.a,646245ihn,4,1
03017,20030506_15:23:50,ENG02,4,4,11653,m.a,215901rik,4,1,61314,m.a,610662ldn,3,1
03018,20030506_15:27:16,ENG02,4,4,56785,f.a,718399udi,4,2,77376,f.a,828258sek,4,2
03019,20030506_15:32:01,ENG02,4,4,4967,f.a,949462pbg,4,3,86915,m.a,no_BPHNUM,4,3
03020,20030506_15:40:12,ENG02,4,4,36196,f.a,816468pkp,,,37625,f.a,817467hgd,1,3
03021,20030506_15:44:29,ENG02,4,4,57103,f.a,717233gfd,4,2,93042,m.a,no_BPHNUM,4,3
03022,20030506_15:54:33,ENG02,4,4,53621,f.a,no_APHNUM,2,2,83094,f.a,no_BPHNUM,4,3
03023,20030506_16:06:57,ENG02,4,4,26545,f.a,626852shx,4,3,51737,m.a,713529jif,4,3
03024,20030506_16:15:57,ENG02,4,3.5,9240,m.a,561417gik,4,2,28693,f.a,no_BPHNUM,4,3
03025,20030506_16:18:45,ENG02,4,4,9212,m.a,770410ymi,4,2,87645,m.a,703696biw,4,3
03026,20030506_16:23:44,ENG02,4,4,20810,m.a,214679csp,4,1,94528,m.a,801735cov,4,1
03027,20030506_16:25:16,ENG02,4,4,75775,f.a,no_APHNUM,4,2,90903,f.a,no_BPHNUM,4,3
03028,20030506_16:27:25,ENG02,4,3.5,56853,f.a,970723cjl,4,2,5667,f.a,770487ckm,1,2
03029,20030506_16:31:14,ENG02,4,3,63110,f.a,716947xkt,4,3,55807,f.a,214879qqb,4,3
03030,20030506_16:32:21,ENG02,4,4,26375,f.a,480948qqo,4,3,55678,m.a,215765fbg,4,2
03031,20030506_16:32:32,ENG02,4,3,11126,f.a,361986tcd,4,2,80364,m.a,717526sob,4,2
03032,20030506_16:34:16,ENG02,4,4,65868,f.a,847669mci,4,3,83094,f.a,no_BPHNUM,4,3
03033,20030506_16:35:36,ENG02,2,4,14397,f.a,252745iib,4,2,67024,f.a,610517fnq,4,1
03034,20030506_16:37:03,ENG02,4,4,30494,f.a,412371vpk,4,3,99148,f.a,304675ehf,4,1
03035,20030506_16:37:58,ENG02,4,4,90213,f.o,646710rjs,4,3,51737,m.a,713529jif,4,3
03036,20030506_16:41:24,ENG02,4,4,16976,f.a,214521jbl,4,3,42088,f.a,410781yhs,4,3
03037,20030506_16:42:55,ENG02,4,4,50056,f.a,303204thq,4,1,67277,f.a,505204qik,4,1
03038,20030506_16:43:28,ENG02,4,4,43818,f.a,636461xdl,4,2,68518,f.a,610970kiy,2,2
03039,20030506_16:44:54,ENG02,4,3,88478,f.a,781289ncy,4,2,73660,f.a,601766ycb,4,3
03040,20030506_16:47:19,ENG02,4,4,67087,f.a,651773ifn,4,3,67859,f.a,314837kpc,4,3
03041,20030506_16:50:20,ENG02,4,4,14790,f.a,202393jks,4,2,98744,f.o,763208mrj,2,2
03042,20030506_16:50:20,ENG02,4,3.5,46496,f.o,718855iqs,2,2,29330,f.a,215875iss,4,2
03043,20030506_16:51:19,ENG02,4,4,84300,f.a,972405jnn,2,3,70798,m.a,301277vbv,4,2
03044,20030506_16:53:20,ENG02,4,4,51737,m.a,713529jif,4,3,83094,f.a,661822smj,4,3
03045,20030506_16:59:01,ENG02,4,3,60872,f.a,860463xho,,1,14012,f.a,215417upf,,3
03046,20030506_17:02:45,ENG02,4,4,57362,f.a,931260kgg,4,1,19407,f.a,215248rqy,4,2
03047,20030506_17:03:30,ENG02,4,4,86588,f.a,512828eiy,4,3,31324,f.a,630697eof,4,1
03048,20030506_17:07:27,ENG02,4,3,62179,f.a,314416xpg,4,3,4506,f.a,217255dmr,4,2
03049,20030506_17:08:24,ENG02,4,4,12395,m.a,503236fdh,4,2,30305,m.a,515577qoo,4,1
03050,20030506_17:10:10,ENG02,4,4,64967,m.a,703395qhu,4,1,60635,m.a,856464odd,4,2
03051,20030506_17:10:53,ENG02,4,3,36323,m.a,323962yng,4,3,89818,m.a,310318ekl,4,3
03052,20030506_17:22:36,ENG02,4,4,8795,f.a,660327bec,4,2,69617,m.a,310210yqg,4,1
03053,20030506_17:23:16,ENG02,4,4,5648,f.a,512989rqi,4,3,49841,m.a,323460mjd,4,1
03054,20030506_17:30:13,ENG02,4,4,35293,m.a,860833uir,4,1,79996,f.a,615646frw,4,3
03055,20030506_17:32:38,ENG02,4,4,5171,m.a,404627orh,4,2,4246,m.a,770825xbl,4,2
03056,20030506_17:35:14,ENG02,4,4,9306,m.a,858566upb,4,2,9946,m.a,732373ynk,4,2
03057,20030506_17:37:52,ENG02,4,4,74599,f.a,831761reb,4,2,68417,f.a,909622uqd,4,3
03058,20030506_17:38:52,ENG02,4,4,76448,m.a,no_APHNUM,4,2,9904,f.a,606877mrg,4,2
03059,20030506_17:40:47,ENG02,4,4,79450,f.a,541383yfj,4,2,94971,f.a,360701nru,4,1
03060,20030506_17:42:24,ENG02,4,4,52651,f.o,727847qdj,4,2,71490,f.a,919498sgx,4,2
03061,20030506_17:46:21,ENG02,4,4,49207,f.a,209521ynd,4,2,86519,f.a,no_BPHNUM,4,3
03062,20030506_17:46:50,ENG02,4,4,66241,f.a,206953ygc,4,1,75451,f.a,310825ekg,4,3
03063,20030506_17:49:09,ENG02,4,4,58007,f.a,215725mmc,4,3,56939,f.a,610889doi,4,2
03064,20030506_17:49:26,ENG02,4,4,60646,f.a,323467ohj,4,3,81276,f.a,562597vmw,4,3
03065,20030506_17:51:09,ENG02,4,4,75157,f.a,213841vks,4,1,40209,f.a,no_BPHNUM,4,2
03066,20030506_17:52:12,ENG02,4,4,72685,f.a,215724unj,4,2,32673,f.a,805553jbb,4,2
03067,20030506_17:59:37,ENG02,4,4,75986,f.a,434239cik,,3,67139,f.a,818708cht,,2
03068,20030506_18:00:12,ENG02,4,4,71476,f.a,610278bng,4,3,14869,f.a,210213qcp,4,1
03069,20030506_18:01:24,ENG02,4,4,51498,f.o,215235eiy,4,3,25504,f.a,512632fhe,4,1
03070,20030506_18:02:49,ENG02,4,3,86239,f.a,510525god,4,3,6765,f.a,850277gci,4,1
03071,20030506_18:06:59,ENG02,4,4,71015,f.a,308728qku,4,3,43725,f.a,425775glo,4,2
03072,20030506_18:09:46,ENG02,4,2.5,61207,m.a,215639dos,4,1,46787,f.a,203245ufr,3,3
03073,20030506_18:10:35,ENG02,4,4,97937,m.a,701740bew,4,2,90414,f.a,718773qbr,3,3
03074,20030506_18:12:04,ENG02,4,4,93963,m.a,617873hit,4,3,43675,m.a,304343qfg,4,2
03075,20030506_18:13:53,ENG02,4,2.5,52841,m.a,240346wgj,4,1,56722,m.a,215680bfq,4,1
03076,20030506_18:21:10,ENG02,4,4,4709,m.a,215572kom,4,3,22062,f.a,913780rhp,4,3
03077,20030506_18:24:49,ENG02,4,4,4765,m.a,816737lqw,4,2,99033,f.a,no_BPHNUM,4,2
03078,20030506_18:25:13,ENG02,4,4,37328,m.a,267968rel,4,1,8407,m.a,972709tkn,4,2
03079,20030506_18:30:30,ENG02,4,4,14259,m.a,646322ccj,4,1,59592,f.a,818509fdt,4,2
03080,20030506_18:32:08,ENG02,4,4,32472,f.a,301881cch,4,2,41212,f.a,412726trv,4,1
03081,20030506_18:34:09,ENG02,4,4,75541,f.a,310379dnd,4,2,31294,f.a,703698eny,4,2
03082,20030506_18:34:55,ENG02,4,4,40184,f.a,732750rim,4,2,72182,f.a,412462nky,4,3
03083,20030506_18:36:59,ENG02,4,4,28358,f.a,415924shd,1,1,72278,f.a,718932ljn,2,3
03084,20030506_18:37:40,ENG02,4,4,56293,f.a,360446thx,4,3,13707,f.a,215227vcw,4,3
03085,20030506_18:39:41,ENG02,4,4,42401,f.a,701772ong,4,3,54376,m.a,no_BPHNUM,4,2
03086,20030506_18:40:17,ENG02,4,4,82578,f.a,253848fne,4,1,70592,f.a,no_BPHNUM,4,2
03087,20030506_18:43:19,ENG02,4,4,45364,f.o,215551hbn,4,3,23743,f.a,603798jsq,4,1
03088,20030506_18:45:53,ENG02,4,3.5,49929,f.o,323935qes,4,2,73305,m.a,443451bbu,4,3
03089,20030506_18:49:21,ENG02,4,4,84967,f.a,812865udm,4,2,68787,f.a,no_BPHNUM,4,3
03090,20030506_18:49:31,ENG02,4,3.5,2379,f.a,915274qqd,4,1,5417,f.a,717861xnh,4,3
03091,20030506_18:52:02,ENG02,4,4,7243,f.a,209298ppu,4,1,7481,f.a,954295tnu,4,2
03092,20030506_18:57:23,ENG02,4,3.5,6646,f.a,770354qop,,1,7569,f.a,814479qiv,,2
03093,20030506_18:57:58,ENG02,4,4,8614,f.a,516433xcf,,3,9949,f.a,813805bnf,,3
03094,20030506_18:58:17,ENG02,4,2.5,5141,m.a,301455fct,,1,9596,f.a,478922plr,,3
03095,20030506_19:00:31,ENG02,4,2.5,2096,f.a,641456efr,4,3,67137,f.a,650321vpg,4,2
03096,20030506_19:02:08,ENG02,3,4,54096,m.a,609929jrh,4,1,10087,f.a,215518efb,4,1
03097,20030506_19:04:25,ENG02,4,4,61764,f.a,919781dlb,4,3,8203,f.a,302521skt,4,1
03098,20030506_19:07:24,ENG02,4,4,22999,f.a,215545dky,4,2,61707,f.a,814563pih,4,2
03099,20030506_19:07:52,ENG02,4,3,12035,m.a,636441sbb,4,2,93886,m.o,704687mej,4,3
03100,20030506_19:13:07,ENG02,4,4,95940,m.a,757855ciu,4,2,56043,m.a,757485vhk,4,2
03101,20030506_19:13:41,ENG02,4,3,80941,f.a,210479gqs,4,3,78529,f.a,417623tjb,4,3
03102,20030506_19:15:13,ENG02,4,2.5,61421,m.a,202549ihr,4,1,88170,f.a,215735cfo,4,2
03103,20030506_19:15:29,ENG02,4,3,21181,m.a,214280jmy,4,1,51099,m.a,203449vqj,4,1
03104,20030506_19:17:09,ENG02,4,3.5,58144,m.a,425823yjm,4,2,4710,m.a,401837jkb,3,1
03105,20030506_19:19:03,ENG02,4,4,53038,f.a,205841fbp,2,2,47913,m.a,917494glp,4,1
03106,20030506_19:19:52,ENG02,4,4,4049,f.a,440949qex,2,2,48399,m.a,715333fnu,4,3
03107,20030506_19:22:20,ENG02,4,4,30819,m.a,203373unn,4,2,59963,m.a,469360mmq,3,1
03108,20030506_19:31:22,ENG02,4,4,2199,m.a,605583hij,4,3,73934,m.o,no_BPHNUM,4,2
03109,20030506_19:34:49,ENG02,3.5,4,78540,f.a,408271brk,4,3,14737,f.a,203387glm,4,2
03110,20030506_19:36:10,ENG02,4,4,41242,f.a,617945enr,4,2,4824,f.a,215732bjg,4,3
03111,20030506_19:37:17,ENG02,4,2.5,10038,f.a,603798phr,4,2,36625,m.o,no_BPHNUM,2,2
03112,20030506_19:38:09,ENG02,4,4,59424,f.a,917817ghc,2,1,79109,f.a,no_BPHNUM,4,3
03113,20030506_19:39:01,ENG02,4,4,55455,f.a,803238shy,,1,92652,f.a,no_BPHNUM,4,2
03114,20030506_19:41:56,ENG02,4,4,14430,f.a,631786kbh,3,1,20458,f.a,928565diy,4,3
03115,20030506_19:42:51,ENG02,4,4,58864,f.a,419829cff,4,2,33634,f.a,703204tbk,4,2
03116,20030506_19:45:34,ENG02,4,4,96723,f.a,843766gij,4,2,56290,f.a,585746sot,4,1
03117,20030506_19:48:39,ENG02,4,3,2892,f.a,801815lqv,4,1,24312,f.a,201945qqi,4,2
03118,20030506_19:49:24,ENG02,4,4,2626,f.a,860647egh,4,2,67197,f.a,253224prj,4,1
03119,20030506_19:50:01,ENG02,4,4,64808,f.a,917821dhn,4,1,49748,f.a,252445jlh,4,3
03120,20030506_19:54:23,ENG02,4,4,81825,f.a,973300jce,4,2,84393,f.a,206380she,3,1
03121,20030506_19:55:03,ENG02,4,4,49874,f.a,718956ndj,,2,49026,f.a,815726dnu,3,2
03122,20030506_20:00:08,ENG02,4,4,2987,f.a,978691xkl,4,3,2699,f.a,281358qpr,4,2
03123,20030506_20:05:08,ENG02,4,3.5,16314,f.a,952361qmf,4,2,78236,f.a,251865qjq,4,2
03124,20030506_20:09:50,ENG02,4,4,37658,m.a,908432gec,3,1,85097,m.a,402601lfi,4,1
